ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B07TK6DWTC,"Mini Spy Camera Wireless Hidden Home WiFi Security Cameras with App, Latest Wireless WiFi HD 1080P Camera Cam with Night Vision and Motion Detective, Black",0,0,0,0,0,0,0,0,126,4891.16,758,28685.74,116,3910.9,3,87.09,1,32.99,0,0,1,39.49,1,39.69,0,0
B08342XBKN,Mini Spy Camera Wireless Hidden Home WiFi Security Nanny Cameras and Hidden Cameras with Cell Phone App HD 1080P Night Vision Motion Detective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,198.49,53,2103.72,154,5564.61
B07WG6PCPC,Mini Spy Camera Wireless Hidden WiFi Camera - HD 1080P Portable Indoor Home Security Camera with Motion Activated/Night Vision/Magnetic Installation/Remote Monitor for iPhone Android iPad PC App,0,0,0,0,0,0,0,0,0,0,11,318.95,234,6701.71,223,6425.11,70,1992.71,48,1428.61,23,647.49,61,1631.89,161,4448.56
B07X7D3BC9,"Mini Spy¾Camera¾Wireless Hidden,¾MHDYT Full HD 1080P Portable Small Covert¾Home Nanny Cam with Motion Detection and Night Vision, Indoor/Outdoor Micro Security Surveillance Hidden Camera",0,0,0,0,0,0,0,0,0,0,0,0,128,3145.15,759,26210.91,2272,80932.4,4015,145617.91,5688,210289.41,5486,202403.5,2386,82443.76
B0823RQLGP,"Mini WiFi Hidden Camera, Camera Hd 1080p, Security Camera, Suitable for Home Nanny cam with Night Vision Motion Detection, Suitable for Indoor and Outdoor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,399,38,1404.23,13,556.31,26,1008.4
B07RCD7DLJ,"Mini WiFi Hidden Camera?Wireless Spy Camera HD 1080P Security Camera for Home Nanny Cam with Night Vision Motion Detection, Built-in Magnetic Fit Indoor Outdoor Recording",0,0,0,0,0,0,162,6387.78,89,3787.75,47,1920.63,91,3792.64,159,7010.29,194,8686.77,136,6221.19,109,4381.92,110,4360.86,121,4937.7
B0821GS69Q,"Mini WiFi Spy Camera, Wireless Hidden Camera HD 1080P 24H Live Streaming, Night Vision, Motion Detection, Magnetic Small Nanny Cam Home Security Camera, Longer Battery Life, New Android/iOS App",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,918.08,175,7928.1,319,14919.72,333,14924.52
B07KFSF48N,"Momentum HD Wireless Indoor Home Security Camera with 2-Way Audio, Night Vision, Pet Monitor for iOS & Android (2 Pack) (Renewed)",0,0,71,3402.74,274,13907.92,326,16302.48,174,8687.67,202,10056.77,192,9583.7,195,9839.14,177,8778.96,210,10057.38,184,8452.57,196,8764.74,154,6921.75
B081D7YKVQ,"Motorola Connect40 Wireless Security Camera - Family Video Intercom Communication System - Infant, Elderly, Pet Monitor - App, WiFi, Voice Assistant-Enabled with Digital Pan, Zoom, Tilt, Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5576.35,636,107363.84,1894,320201.6,2606,439867.63
B00K81OTRG,Motorola FOCUS66-BLK2 Wi-Fi HD Home Monitor Camera - 2 Pack (Black),643,60176.34,1224,98111.07,351,30007.52,251,22921.82,98,8523.71,78,6418.33,92,7405.68,41,3076.49,39,3187.77,16,1780.85,6,665.27,21,1316.93,29,1936.58
B07YM12TCS,"Motorola Focus71 Indoor Security Camera System - Surveillance, Elderly, Pet, Baby Monitor with Two-Way Audio Talk - Mountable Base, 1080p Video, 90-Degree Wide Angle View, Low Light and Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4186.59,104,7261.91,101,6983.41,94,5818.33,74,3505.29
B08157BP9J,"Motorola Focus71-3 Indoor Security Camera System - Surveillance, Elderly, Pet, Baby Monitor with Two-Way Audio Talk - Mountable Base, 1080p Video, 90-Degree Wide Angle View, Low Light and Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179.44,34,6328.33,22,3047.3,38,5068.67,31,3662.65
B07YVMCG1M,"Motorola Focus89 Wireless Indoor Camera for Home - Security Surveillance System with Temperature, Sound and Motion Detection, Remote Pan, Tilt, Digital Zoom, Two-Way Talk - 1080p Video, Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1756.9,71,4929.42,103,6167.46
B082VGD1LS,"Motorola Focus89-3W Wireless Indoor Cameras for Home-Security Surveillance System with Temperature, Sound and Motion Detection, Remote Pan, Tilt, Digital Zoom, Two-Way Talk - 1080p Video, Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,521.27,17,2955.91,17,2858.11
B07XG73GM6,"NAIYO Light Bulb Camera,Include 16GB Card 1080P WiFi Security Camera, 2MP Wireles IP LED Cam,360 Degrees Panoramic VR Indoor/Outdoor Home Surveillance Cameras,Motion Detection/Night Vision/Alarm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,202.93,333,9526.62,1064,31088,1220,38396.68,1270,36461.44,1056,32913.14
B07LCHGSGL,"Nanny Cam, SV3C Full HD 1080P WiFi IP Camera, Baby Pet Monitor Camera, Pan/Tilt/Zoom, Baby Crying Detection, Smart Motion Detection Alarm & Auto Motion Tracking",0,0,0,0,183,7253.52,207,7846.02,34,1128.24,47,1364.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07V8SRNNY,Nanny Camera Baby Monitor Night Vision Toddler Kids Pet Camera Children Camera Two Way Audio and Video PTZ Home Security Camera Kids Camera for Girls Digital Camera for Kids Dog cat,0,0,0,0,0,0,0,0,3,149.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.83
B07NY4PVB4,"Nanny Camera, SV3C 1080P Wireless IP Camera WiFi HD Home Security Monitoring Systems, 180 Degree Panoramic View Angle Nanny Cam with Motion Detection, Night Vision, Two-Way Audio for Baby/Elder/Pet",0,0,0,0,26,850.99,305,9199.61,45,1307.68,22,564.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01H0REL0U,"Nest Cam Security Camera 3 Pack Indoor Color: Black Style: Nest Cam Security Camera: 3 Pack, Model: NC1104US",12,6765.85,3254,1374211.03,1487,587074.95,2597,986482.41,1298,471215.36,1093,397556.96,1231,456379.62,898,349669.82,948,352709.75,1057,372782.68,747,280778.42,771,282939.88,282,107494.31
B01MU3B1UA,NestCam Outdoor HD Security Surveillance Camera w/ 2 Way Audio (2 Pack),30,11794.29,4011,1357286,1223,395928.26,2192,651046.52,1422,412953.39,1557,467832.86,915,280909.18,989,298623.61,1852,516380.82,2984,778522.42,1948,531817.51,2065,528292.19,495,140810.23
B07XTHF3XR,"NETVUE Indoor Camera - 1080P Security Camera with 2-Way Audio, Night Vision, Smart Motion Detection, Home Security Camera with Cloud Storage/SD Slot, Dog Camera Baby Monitor Work with Alexa Phone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,6667.03,299,15124.86,387,19313.06,325,17652.02,220,13206.72
B07MG8D3T3,"NETVUE Outdoor Security Camera - 1080P Outdoor Camera Wireless, IP66 Waterproof, WiFi Outdoor Camera 2-Way Audio, Night Vision, Motion Detection, Cloud Storage, TF Card Support Work with Alexa, White",0,0,0,0,23,1134.13,3833,226125.41,3399,200286.63,2740,160388.31,1084,63860.29,457,25776.8,250,13847.86,265,13210.39,184,7509.14,136,5776.53,152,6375.08
B07FQP1NNV,New Version Victure WiFi IP Camera 720P HD Wireless Indoor Home Security Surveillance Camera with Night Vision Motion Detection Playback 2-Way Audio Dome Home Monitor for Baby Elder Pet Pan/Tilt/Zoom,0,0,2140,79137.27,615,19173.04,361,10888.02,127,3825.53,120,3576.8,70,2100.39,84,2529.45,80,2401.02,10,307.47,21,625.67,45,1353.21,56,1678.14
B077ZSPD26,"New Version Wansview Home Security IP Camera,1080P Wireless WiFi Indoor Camera for Baby/Elder/Pet/Nanny with Motion Detection and Two-Way Audio, with SD Card Slot (Black)",298,11937.37,10571,371855.74,2289,69405.96,1805,54158.96,767,22895.3,606,18143.66,596,17754.29,399,11937.97,382,11372.82,399,12058.1,7,207.16,0,0,0,0
B07RHMZ3Y4,"NewPal baby monitor, Wireless 1080P Security Camera, WiFi home Surveillance IP Camera for baby/pet/nanny monitor with PTZ Remote/ Motion Detection/ Two Way Audio and Night Vision",0,0,0,0,0,0,52,1395.75,59,1245.53,141,4861.48,6,175.34,0,0,0,0,0,0,0,0,0,0,0,0
B07KM1K9N9,"NewPal Security Camera,WiFi Baby Monitor,Wireless pet Camera 1080P with 355 Degree Vision,2 Way Talk, Night Vision, Motion Detection IP Camera for Home Security",0,0,8,307.69,2,77.11,99,3857.97,35,1261.55,76,2776.54,7,165.32,0,0,0,0,0,0,1,17.85,0,0,0,0
B07LBN43HK,"NewPal WiFi Camera 1080P Home Wireless Security Camera with Auto Tracking, Motion Detection,2 Way Audio, Night Vision. Good to use for Baby Monitor, pet Camera and Home Security",0,0,3,149.02,111,2987.78,31,959.22,59,1665.81,82,2458.65,2,27.3,0,0,0,0,0,0,0,0,1,14.88,0,0
B07YXDSQPQ,Night Owl CCTV Video Home Security Camera System with 4 Wired 1080p HD Indoor/Outdoor Cameras with Night Vision and 1 TB Hard Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229.84,19,3869.76,38,7346.3,53,9858.75,115,21133.44
B07N2XR9QB,"Night Owl CCTV Video Home Security Camera System with 8 Wired 5MP HD Indoor/Outdoor Cameras with Night Vision, Dual Sensor Technology with Real-Time Motion Alerts, and 1 TB Hard Drive",0,0,0,0,8,3999.92,10,3999.9,61,21951.24,99,39539.1,59,23595.37,75,29830.48,117,42724.89,133,52768.94,110,43611.12,141,47712.63,264,84758.16
B082PY14TW,Night Vision Hidden Spy Camera QUANDU WiFi Smoke Detector Hidden Camera DVR Mini Nanny Cam with Motion Detection for Home Security Surveillance (Video Only),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,651.47,56,2821.75,37,1824.73
B07PJ67CKC,"Nooie Baby Monitor, WiFi Camera, Pet Camera 1080P, 360-degree Wireless IP Camera, Home Security Camera, Motion Tracking, Super IR Night Vision, Two-Way Audio, Motion & Sound Detection",0,0,0,0,0,0,2351,93985.48,2244,108931.29,2649,132757.65,2564,127619.99,3147,131459.02,2830,129568.42,4414,166516.35,1688,83665.53,1416,70682.84,1490,70771.9
B07PJ6PGDB,"Nooie Dog Pet Camera HD 1080P WiFi Camera Baby Monitor Wireless IP Camera Indoor Security Camera with Motion & Sound Detection, Super IR Night Vision, Two-Way Audio",0,0,0,0,0,0,573,17157.32,316,9260.67,212,6437.63,497,13855,1250,32581.95,1444,43140.61,1187,34966.17,454,13365.4,478,14261.41,549,16377.51
B07VNQVL37,"Nooie Outdoor Security Camera 1080P HD WiFi Camera Home Surveillance Camera Weatherproof Bullet Camera with Two-Way Audio, Waterproof, Night Vision, Theft-Deterrent Alarm",0,0,0,0,0,0,0,0,0,0,0,0,418,33265.58,460,36393.39,482,36378.07,1256,87297.02,346,26603.97,263,20784.71,243,19177.67
B07YD9VJ73,"Nooie Outdoor Security Camera WiFi 1080P HD Wireless Surveillance Camera Home Video Camera with Waterproof, Two-Way Audio, Night Vision, Theft-Deterrent Alarm, Compatible with Cloud Storage/SD Slot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,10925.01,426,31050.21,255,20402.97,86,6877.84,91,7207.86
B07K7LNLHC,"Nooie WiFi Camera Home Security Indoor Surveillance Camera with Motion Detection, Super IR Night Vision, Two-Way Audio, Remote Baby Pet Monitor with iOS, Android App - Cloud Service Available",0,0,36,925.59,2368,56506.76,1078,27143.29,331,7922.33,714,14521.41,154,3123.95,1,25.99,1,25.99,2,59.66,1,29.87,1,29.76,0,0
B07YYCZCQ3,NPET Smart Pet Camera Dog Treat Dispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4450.77,4,457.14,23,2643.36,22,2554.48
B07NM6ZCTP,"NROMG 1080P Security 2.4G WiFi Camera with Night Vision, Two-Way Audio, Motion Detect Wireless Home Surveillance IP Camera, Baby/Pet Monitor, APP Remote Control, Cloud and SD Card Storage",0,0,0,0,12,450.87,278,10858.79,28,1113.02,15,372.87,31,674.6,0,0,0,0,0,0,1,110.66,0,0,0,0
B07WDMTP6H,"OMMC Wireless Security Camera, 1080P Home IP Camera Baby Monitor with Night Vision/2-Way Audio/Motion Detection,Works with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2187.45,166,4677.4,386,11167.18,82,2478.77,48,1512.74,15,486.97
B07HRPNYBG,"ONWOTE 5MP 8CH PoE Home Security Camera System with Audio, Vandal-Proof Dome, (4) Outdoor 5MP PoE IP Cameras, 100ft IR Night, 8 Channel 5MP H.265 NVR 2TB HDD, Add 4 More Cameras, Remote Monitoring",0,0,25,12447.39,82,39226.95,107,50847.36,78,33976.78,13,6062.77,32,13704.54,50,21473.15,67,27335.6,66,25548.07,27,11285.67,42,16674.48,28,11115.75
B01LZME2H6,"ONWOTE Wireless Security Camera System Outdoor, 1080P HD NVR 4 960P HD 1.3MP Night Vision IP Security Surveillance Cameras Home, NO Hard Drive (Built-in Router, Auto Pair, Mobile View)",1661,272561.57,3329,513335.85,688,103995.75,765,113068.68,352,54082.44,217,32667.18,204,30541.21,209,30986.61,138,20221.36,141,17929.41,142,16973.14,56,7775.87,76,10584.82
B07MYVW1JZ,"Orita 12 Meals SmartFeeder,Auto Pet Dog and Cat Feeder, 1080P HD WiFi Pet Camera with Night Vision for Pet Viewing,Compatible with Alexa,2-Way Audio Communication",0,0,0,0,28,2862.58,822,125202.26,242,34563.68,1,200,1,197.46,2,394,1,197,1,195.75,0,0,0,0,0,0
B07SQYCQL4,"OUCAM Hidden Camera 1080P Mini Spy Camera WiFi Camera with Remote Viewing 380mAH Battery Wireless Secret Camera Surveillance Camera with Real-Time Video Night Vision, Phone App with Andriod and iOS",0,0,0,0,0,0,0,0,13,543.72,173,6963.75,234,8835.11,458,18235.26,768,30531.19,879,34065.48,661,26533.15,786,31420.55,910,37310.56
B07N2PBC96,OUCAM WiFi Home Security Spy Cam Hidden Nanny Camera with Motion Monitor Camera Night Vision App Works iPhone/Android/iOS 1080P,0,0,0,0,0,0,7,276.51,10,400.91,33,1235.31,22,949.29,4,183.2,5,211.36,2,85.22,1,8.94,0,0,0,0
B07XQ2WTVR,"OUK-BT Wireless Security Camera, IP Camera 1080P 2MP Video Baby Monitor, WiFi Home Security Indoor Camera, Motion Detection, 2 Way Audio Night Vision Compatible with Alexa Echo and Google Home",0,0,0,0,0,0,0,0,0,0,0,0,1,39.99,6,223.94,7,223.93,10,313.62,25,995.94,17,605.17,13,400.84
B07XD1RYDD,"Outdoor Camera - 1080P Outdoor Security Camera, IP66 Waterproof, 2-Way Audio Home Security camera, Outdoor Camera Wireless with Motion Detection Night Vision, Cloud Storage/TF Card Work with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,19603.98,2385,96830.26,2495,99893.24,877,35041.77,342,14465.87,158,6609.93
B07B9WNBBT,"Outdoor Camera Wireless - 1080P Outdoor Security Camera with Night Vision, Motion Detection & Instant Alert, Zooms Function, IP66 Waterproof, with 2-Way Audio, Cloud Storage/SD Card Work with Alexa",0,0,4005,247249.83,1699,101617.47,5246,311926.91,3385,200416.87,1467,85136.27,1587,79543.25,825,40799.14,516,27939.93,1556,64533.61,1304,52902.86,1185,49922.48,1295,52214.46
B07X2M8KTR,"Outdoor Camera Wireless - 1080P WiFi Outdoor Security Camera, FHD Night Vision, A.I. Motion Detection, Instant Alert via Phone, 2-Way Audio, Live Video Zooms Function, Cloud Storage/Micro SD Card",0,0,0,0,0,0,0,0,0,0,0,0,380,22613.08,815,41449.04,1616,70059.52,1960,90166.39,959,43065.91,1332,59534.11,1061,49827.64
B07XJBRZYQ,"Outdoor Home Security Camera - 1080P 2.4G WiFi Night Vision Camera with LED Motion Sensor Light,Two-Way Audio,Cloud Storage,IP66 Waterproof,Motion Detection,Activity Alert, Deterrent Alarm",0,0,0,0,0,0,0,0,0,0,0,0,36,1414.77,91,3549.9,288,11060.06,404,15273.86,389,17869.73,231,11134.89,139,5616.45
B07W3SVQ6N,"Outdoor Home Security Solar Battery Camera, Soliom S90 Pro 1080P Wireless Smart IP Cam with Night Vision, Two Way Audio and Accurate Motion Detection,Monitor with iOS, Android App - No Monthly Fee.",0,0,0,0,0,0,0,0,0,0,0,0,21,3331.94,318,40802.49,850,96057.03,940,99879.78,549,57988.46,348,38245.5,473,51036.6
B082SRFZGC,"Outdoor IP66 Waterproof Security Camera, Conico 1080P Home Surveillance Camera WiFi IP Camera with Face Sound Motion Detection Night Vision Two Way Audio Cloud Storage 2.4G WiFi Connection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,24574.42,904,36157.5,312,12387.63
B07L2NDDB5,Outdoor PTZ 2.4G WiFi Security Camera Wireless Surveillance HD 1080P Pan/Tilt Zoom 5X Optical 165ft Night Vision Two-Way Audio IP66 Weatherproof Motion Detection & E-Mail/Push Alerts AT-200PW,0,0,10,1402.04,235,32675.6,248,34555.64,84,11467.95,101,13003.1,75,9673.21,74,9515.39,94,12184.12,79,10184.05,53,6824.87,30,3878.5,25,3135.33
B0836QCF8R,Outdoor PTZ WiFi Wireless IP Security Camera 1080P Home Surveillance Camera Pan/Tilt Two-Way Audio Motion Detection Color Night Vision SD Slot Support AT-200DW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,16000.63,638,34974.96
B07R48XTXZ,"Outdoor Security Camera - 1080P Outdoor Camera Wireless, IP66 Waterproof, FHD Night Vision, Motion Detection, Two-Way Audio, Wired or WiFi, Cloud Storage or TF Card Support (2 Pack)",0,0,0,0,0,0,281,31046.51,893,88932.61,817,92939.37,455,50743.9,266,24586.69,164,15095.77,828,63948.83,534,41407.65,248,20233.97,146,12024.12
B07R582MYN,"Outdoor Security Camera - 1080P Outdoor Cameras Wireless, FHD Night Vision, Motion Detection, IP66 Waterproof, Two-Way Audio, Work with Alexa, Cloud Storage, 128G SD Card Support (4 Pack)",0,0,0,0,0,0,95,19078.98,452,83188.11,206,43756.64,293,55001.13,73,14373.19,138,19534.8,562,69939.23,284,39642.42,142,21187.51,133,20157.31
B07VPPV65C,"Outdoor Security Camera - 1080P WiFi Bullet Surveillance Cameras, IP66 Waterproof Home Camera with Encrypted Cloud, MicroSD Recording, FHD Night Vision, Two-Way Audio, Alexa Compatible",0,0,0,0,0,0,0,0,0,0,65,3879.56,397,23601.33,597,34001.26,565,24733.02,941,37615.06,399,15831.68,236,9387.35,83,3326.38
B07JZ8XWT1,"Outdoor Security Camera - HD 1080P Bullet Camera 2.4G IP66 Waterproof 50ft Night Vision Home Surveillance IP Camera Two-Way Audio, Motion Detection Alarm/Recording,Set of 2(with 32GB SD Card)",0,0,0,0,399,42052.05,706,76211.6,265,28600.53,45,4869.11,23,2124.2,92,6527.74,50,3507.32,47,3815.13,54,5091.66,33,3113.18,97,9814.7
B07TX6T6F8,"Outdoor Security Camera (4 Pack) , 1080P HD Security Camera System Wireless,Pet Camera,Night Vision, 2-Way Audio,2.4Ghz WiFi Smart Home Camera with MicroSD Slot,iOS, Android App for Office/Baby/Nanny",0,0,0,0,0,0,0,0,74,5266.05,81,11371.39,12,1701.58,0,0,0,0,0,0,0,0,0,0,0,0
B07SV1FLCT,Outdoor Security Camera 1080P Wi-Fi - Bullet Cameras 2-Way Audio Surveillance System Motion Detection Home Night Vision IP Cam All-Weather Coverage with iOS/Android APP/PC,0,0,0,0,0,0,3,139.88,29,1159.15,11,443.02,3,128.94,3,128.88,6,215.48,11,476.19,8,355.98,7,345.57,4,197.18
B07TP2J43L,"Outdoor Security Camera Wireless, Akyta Night Vision 1080P IP WIFI Security Camera with Two-Way Audio, Motion Detection, 2.4G Wifi Wireless Outside Surveillance Camera for Home Indoor Outdoor Security",0,0,0,0,0,0,0,0,0,0,0,0,10,433.15,7,319.69,40,1768.46,188,8718.89,72,3262.14,56,2401.19,54,2171.35
B07ZF5F182,"Outdoor Security Camera, 1080P Wi-Fi Surveillance Camera with IP66 Waterproof Metal housing, 50ft Night Vision, Motion Detection, Compatible with Alexa, 30 Days Cloud Trial, 128GB Local Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.99,36,1788.52,59,2936.4,32,1559.49,61,2815.49
B07Z3BZF35,"Outdoor Security Camera, 1080P WiFi Camera Wireless Surveillance Cameras, IP Camera with Two-Way Audio, IP66 Waterproof, Night Vision, Motion Detection, Activity Alert, Deterrent Alarm - iOS, Android",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99.98,76,2712.77,4408,149500.3,5636,212056.9,10689,372554.58,8496,312655.74
B07Q3DLR5K,"Outdoor Security Camera, 1080P WiFi Outdoor Camera with Two-Way Audio, IP66 Waterproof, Motion Detection, Night Vision, Remote Viewing Wireless IP Security Surveillance Cameras,SD Card Storage",0,0,0,0,0,0,466,21696.08,575,27333.75,179,8451.27,54,2367.08,108,4180.93,48,1854.78,39,1500.68,36,1384.66,3,111.84,24,888.21
B084JHJ6DC,"Outdoor Security Camera, AMICCOM 1080P WiFi Camera Wireless Surveillance Cameras, IP Camera with Two-Way Audio, IP66 Waterproof, Night Vision, Motion Detection, Activity Alert, Deterrent Alarm - Suppo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,31494.93,3596,144310.42
B0832SR3S9,"Outdoor Security Camera, Conico Wireless Security Cameras 1080P Rechargeable Battery Power Camera for Home Surveillance with Night Vision Two Way Audio Wifi Camera PIR Motion Detection with IP65 Water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,29484.79,888,75871.11
B07PYTJFR5,"Outdoor Security Camera, Panamalar Smart 1080p WiFi IP Camera with Alexa Voice Control, IP65 Waterproof Surveillance System, Night Vision, 2-Way Audio, Motion Detection, Remote Access from Smartphone",0,0,0,0,0,0,1351,82712.02,1504,76459.2,515,30710.5,345,20840.66,222,13257.95,232,13175.15,301,17131.97,136,7111.59,143,7093.74,90,4463.1
B07XKXRW26,"Outdoor Security Camera, TDT 1080P Full HD Home Surveillance Camera, Outdoor Wi-Fi IP Camera with Night Vision, Motion-Sensing Light, 2-Way Audio, Motion Detection, IP65 Waterproof, Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1284.76,102,4004,74,2792.73,78,2679.69,14,412.85,64,1526.59
B07WNLB2RG,"Outdoor Security Camera, Wansview 1080P Wireless WiFi Home Surveillance Waterproof Camera with Night Vision, Motion Detection, Remote Access, Compatible with Alexa-W4",0,0,0,0,0,0,0,0,0,0,0,0,74,2911.33,784,30916.34,2141,81911.99,2191,82780.81,2205,76383.52,2240,66967.2,1931,62882.83
B07VNKQR15,"Outdoor Security Camera, Wansview 1080P Wireless WiFi Home Surveillance Waterproof Camera with Night Vision, Motion Detection, Remote Access, Works with Alexa -W4-2PACK",0,0,0,0,0,0,0,0,0,0,822,64821.39,1283,101326.33,1650,129862.26,1108,87704.03,1961,152264.41,1310,88869.9,1379,90002.2,1473,96412.17
B07VJYSR7P,"Outdoor Security Camera, Wireless IP66 Waterproof 1080p IP Cam 2.4G Night Vision Surveillance System with 4 Lamps, Two-Way Audio, Motion Detection, Activity Alert, Deterrent Alarm - iOS, Android App",0,0,0,0,0,0,0,0,512,19830.8,3279,130755.53,1109,44058.98,91,4210.4,109,4663.81,314,11547.84,55,2172.81,0,0,0,0
B0833QL8CV,"Outdoor Security Camera, Wireless Rechargeable 10400mAh Battery Powered WiFi Surveillance Camera with Upgraded Antenna, 1080P, Motion Detection, Night Vision, 2-Way Audio, Waterproof",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,14175.86,420,36921.59,376,31994.05
B08314X2B2,"Outdoor Security Camera, Wireless Surveillance System 1080P HD Bullet Camera with Motion Detection, Waterproof IP66 Night Vision, 2-Way Audio, Theft-Deterrent Alarm with Cloud Storage/TF Slot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,8011.88,703,30383.35,474,21051.35
B07Y711KBW,"Outdoor Security Camera,2K 500MP,WiFi Camera Wireless Surveillance Cameras,IP Camera with Two-Way Audio,Night Vision,Motion Detection,Activity Alert,Deterrent Alarm - iOS,Android,Cloud Storage (white)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,453.93,4,171.64
B016Y08XQ2,"Outdoor Security Camera,ieGeek Surveillance Camera WiFi IP CCTV Camera with 2-Way Audio,Stronger WiFi,30m IR Night Vision,Smart Motion Detection,Remote View-iOS,Android,PC",0,0,0,0,0,0,0,0,0,0,0,0,231,11569.78,509,25239.75,378,18723.42,39,1941.79,108,4588.01,121,4866.26,86,3521.19
B07W8SL65G,"Outdoor Security Camera,WESECUU 1080P WiFi Home Camera with Floodlight and Siren Alarm,Two Way Audio Security Camera with Smart Human Detection Color Night Vision for Home Shop Factory",0,0,0,0,0,0,0,0,0,0,24,1670.46,139,8196.18,242,14285.92,280,16459.29,459,27006.11,279,16529.33,159,9441.52,132,7764.33
B07R5YH7YN,"Outdoor Solar Battery Powered Security Camera System Wireless, 1080p HD Wirefree Waterproof 2-Way Audio Night Vision with PIR Motion Sensor, SD Socket and Cloud Service Argus Eco+Solar Panel",0,0,0,0,0,0,637,63636.53,1133,104487.64,783,75400.03,1294,109028.6,1442,123880.07,1354,109584.64,1769,140331.84,1706,135220.01,1527,128857.61,1865,157021.98
B07KJYJ558,"Outdoor Solar Battery Powered Security Camera, SOLIOM 1080P Home Wireless IP Cam with Accurate Motion Detection; Wide Angle Range, Quick Alert and Night Vision",0,0,0,0,1234,171150.66,3018,383614.37,974,132851.93,787,98792.24,333,40894.05,511,52718.37,948,77995.71,1074,85256.28,233,20701.61,350,36376.02,375,39178.8
B07TMZD5R3,"Outdoor WiFi Security Camera, 1080P Wireless Night Vision Security Cameras with Two-Way Audio,Cloud Storage, IP66 Waterproof, Motion Detection, Activity Alert, Deterrent Alarm (Only 2.4G Wifi)",0,0,0,0,0,0,0,0,25,1365.23,253,11304.22,577,25805.33,1079,42721.03,1376,52617.66,1565,59893.61,810,30774.45,737,27270.88,928,35002.15
B07TX4WWJF,"Outdoor WiFi Security Camera, Kolaura Home Smart Surveillance Camera, IP66 Waterproof, Support 2 Way Audio, Night Vision, Motion Sensor, Cloud Storage Service",0,0,0,0,0,0,0,0,29,987.35,135,4579.66,202,7131.51,275,10319.22,268,10637.3,319,12600.96,139,5437.38,81,2984.17,101,3677.18
B07JZK78TW,"Outdoor Wireless Security 1080P HD Camera Wansivew, Battery Powered Wire-Free WiFi Home Security System Camera with Motion Detection, Two-Way Audio& Night Vision and Micro SD Card Slot B1",0,0,68,8764.93,358,42805.43,231,27151.71,69,8190.7,41,4845.28,25,2972.2,18,2114.28,17,1864,13,1356.81,0,0,0,0,0,0
