ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B00WZOF9LE,"Ouvis VZ1 1080 HD Pan Tilt Zoom Wireless WiFi Security Camera, Smart Home IP Camera, Video Surveillance with Motion Detection, Siren Alarm, Two-Way Audio, Night Vision, and APP for Android/iPhone/PC",2340,110823.87,905,37776.73,230,6866.2,145,4221.93,24,719.55,34,1006.56,33,986.02,28,799.23,4,105.8,0,0,1,27.49,0,0,0,0
B081P8TNRM,OVEHEL Mini WiFi Spy Camera HD 1080P Wireless Hidden Camera Video Camera Small Nanny Cam with Night Vision and Motion Activated Indoor Use Security Cameras Surveillance Cam for Car Home Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79.94,156,5580.75,246,9165.54,181,6648.68,257,7949.62
B07Y31474X,"Pan Tilt Outdoor Security Camera, 1080P Home WiFi IP Camera, Pan Tilt Dome Surveillance Cam, Two Way Audio Motion Detection Clear Night Vision Onvif Waterproof CCTV Camera Support Max 128G SD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3040.63,397,16107.86,676,30821.33,617,30673.47,540,28375.54,355,17739.11
B083355KY2,"Pan Tilt Outdoor Security Camera,1080P Home WiFi IP Camera, Pan Tilt Dome Surveillance Cam, Two Way Audio Motion Detection 196ft Night Vision Onvif Waterproof CCTV Camera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,4603.35,350,17388.21
B07TJSDCJ4,"Panamalar F9 Security Camera, 1080P WiFi Home IP Camera with Alexa Voice Control, Baby Monitor Pet Camera Wireless Surveillance Camera with Night Vision, 2-Way Audio, Motion Detection",0,0,0,0,0,0,0,0,63,2363.72,299,11896.83,323,11927.98,146,5761.41,103,3963.59,77,2929.61,41,1323.01,58,1808.99,53,1715.33
B07KP99ZVV,"Panamalar Wireless IP Home Camera, Smart 1080P WiFi Video Camera with Alexa,Wide Angle, Two-Way Audio and Motion Detection, Intelligent Indoor Security Camera for Baby/Elder/Pet/Monitor",0,0,195,6769.83,1017,34338.85,702,24925.19,370,11457.37,140,4617.6,90,2981.7,82,2863.85,94,3272.79,70,2451.2,0,0,1,39.62,0,0
B07YNZCM3Y,"Panasonic Homehawk Indoor Smart Home Security Camera with Sandisk 16GB MicroSD 1080P HD, Privacy Shutter, Wide Angle, Night Vision - 2 Pack Bundle (2 Items)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,299.97,18,1783.52,38,3784.68,29,2880.93,23,2283.52,12,1201.48
B00H970ZA2,"Panasonic KX-HN1003W Homehawk Indoor Smart Home Security Camera, 1080P HD, Privacy Shutter, No Monthly Fee with Secure Local Storage and 16GB Micro SD Included, Wide Angle, Night Vision -, White",0,0,0,0,0,0,0,0,0,0,0,0,41,2759.07,54,2833.52,64,3279.64,68,3282.47,63,3121.64,50,2574.61,35,1960.82
B07HH6B3S7,"PANNOVO 1080P Wireless Wifi Security Camera-Home IP Video Monitoring Surveillance Camera System with Night Vision Pan/Tilt,Cloud Storage Service",0,0,98,4800.67,107,4261.26,113,4543.49,106,3322.12,106,3252.85,34,1065.96,16,558.31,11,387.16,139,4923.55,14,609.84,0,0,0,0
B06XPSGS4W,"Pawbo Life Pet Camera: WiFi HD Video with 2-Way Audio, Treat Dispenser and Laser Game, Designed for Dogs and Cats",5858,873825.99,5969,894817.35,910,131670.99,692,100534.84,364,48891.75,178,26324.45,147,20107.29,123,18018.37,248,32666.29,1007,132329.3,183,26900.9,107,15757.64,55,7708.48
B07N1CS8DZ,"Pelwope Home Security Camera Indoor, 1080p HD WiFi IP Camera with Motion Tracker, Nanny Smart Camera with Night Vision APP Remote Control for Baby-, Elder-, Pet Monitor",0,0,0,0,87,2918.66,334,10843.24,70,2071.98,69,2054.98,71,2090.43,86,2523.05,46,1342.28,6,182.48,30,795.72,7,183.09,5,130.95
B07TRNLH83,"Pet Cam Baby Monitor Camera, 1080P Wireless Home Security IP Camera Indoor Surveillance WiFi Cam, Motion & Sound Detection, 2-Way Audio, Cloud Service Available, Powered by Tuya, Compatible with Alexa",0,0,0,0,0,0,0,0,1,49.99,14,699.86,0,0,1,49.99,1,49.99,0,0,0,0,0,0,0,0
B07WZY8DXH,"Pet Camera - 1080P Dog Camera with Phone App, Pan/Tilt/Zoom Home Camera with 2-Way Audio, AI Human Detection, Night Vision, Cloud Storage/TF Card, Compatible with Alexa, Camera for Pets/Baby",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3626.07,1522,46378.46,3090,101474.57,1834,57407.51,1525,54851.25,868,34037.95
B07N6913GL,"Pet Camera - 1080P Wireless Indoor Camera with Human Detection, Cloud Storage 24-Seconds Smart Clips, 2 Way Audio, Night Vision, Pet Monitor on iOS, Android, Home Camera Alexa Compatible",0,0,0,0,1411,56112,4111,184961.92,1852,80312.16,677,33693.01,495,22011.52,343,14675.9,495,19823.32,262,12236.28,5,218.31,3,184.21,1,89.1
B07WFS4PBW,"Pet Camera - AVstart 1080P Home Security Camera w/ 360ç Panoramic Navigation, Sharp Night Vision, Motion Detection & Two-Way Audio, 2.4Ghz WiFi Baby Dog Camera with Cloud Storage & MicroSD Slot",0,0,0,0,0,0,0,0,0,0,0,0,22,850.38,138,6133.58,286,11239.29,305,9261.18,149,4439.87,218,6827.51,81,2677.63
B0756F2B1K,"Pet Camera - Dog Camera with Phone App, Pan/Tilt/Zoom Home Camera with 2-Way Audio, AI Human Detection, Night Vision, Cloud Storage/TF Card, Compatible with Alexa, Camera for Pets/Baby",612,27744.82,2546,112161.13,296,11764.33,47,1865.99,28,1144.91,17,679.83,19,763.2,10,397.74,23,906.18,15,675.68,8,395.44,21,755.98,4,196.64
B07N1QS7NF,"Pet Camera - Indoor Camera Wireless, 1080P Home Camera with Human Detection, Night Vision IP Camera, Cloud Storage 24s Smart-Clip, 128G SD Card Support, Two Way Audio, Dog Camera Work with Alexa",0,0,0,0,644,24972.14,2063,89217.27,574,28430.62,481,24004.65,163,8097.94,164,7102.97,76,3374.41,109,5163.93,22,1112.63,31,1534.42,4,138.02
B07YKMVBQ3,"Pet Camera 1080P Wireless Security Camera, COOAU WIFI Indoor IP Cam with Pan/Tilt/Zoom, Sound Detection, Motion Tracking and Alert, Two Way Audio, Baby/Elder/Nanny/Dog Monitor, Support Cloud and Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,652.96,676,24128.41,1373,53183.58,374,13636.06,580,17457.45,426,13089.44
B07RCX4LD6,Pet Camera Dog Camera PETGOD 1080P HD Wireless Home Security Camera with 2 Way Audio Night Vision Motion Detection Remote Monitor Baby Monitor IP Camera Support iOS/Android,0,0,0,0,0,0,2,77.96,30,704.21,29,963.18,18,680.54,6,226.83,5,159.53,16,461.95,18,512.33,7,204.96,9,255.21
B07SYFX7KD,Pet Camera IP Camera 1080P - TENVIS Dog Camera Security Camera Surveillance Camera System Wireless HD 1080p Security Cam Home Dome Baby Elder Pet Nanny Monitor with Pan/Tilt Two-Way Audio/Night Vision,0,0,0,0,0,0,0,0,173,5256.58,248,7646.92,110,3384.07,63,2044.24,11,357.99,0,0,0,0,0,0,0,0
B07X64FGFZ,"Pet Camera Wireless 1080P Full HD Pan/Tilt/Zoom Dog Camera with 2 Way Audio, Auto Night Vision and Motion Detection Baby Camera WiFi Wireless Security Camera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,597.18,208,5492.79,115,3182.44,94,2800.24,82,2454.65
B07R28Q788,"Pet Camera, 1080P Pet Monitor(2019 Newest) - Wireless Home Camera with Motion Detection, Cloud Storage 24s Smart-Clip, Two Way Audio, Night Vision IP Camera, Home Security Camera Alexa Compatible¾",0,0,0,0,0,0,13,561.52,4,199.96,0,0,1,49.99,0,0,0,0,0,0,0,0,1,49.62,0,0
B07GVJRXWD,"Pet Camera, AOGE Dog Camera 1080P HD Pet Monitor Indoor Home Camera for Cat/Puppy/Animal with Two Way Audio, Night Vision,Motion Detection,Mobile APP Remote Control",0,0,355,17717.8,9,458.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07WXQG3XR,"Pet Camera, Conico 1080P HD Wireless IP Camera with Sound and Motion Detection Two-Way Audio, Pan/Tilt/Zoom WiFi Dome Camera, Home Security Baby Monitor with Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,738,22331.38,2820,88796.03,2107,60376,6237,196852.37,4445,170894.44,3220,147307.25,1643,85802.83
B082WW1SWW,"Pet Camera, Conico 1080P Wireless Camera with Sound Motion Detection IR Night Vision, Home Camera with 2- Way Audio 8X Zoom, WiFi Camera Cloud Service Compatible with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,12460.08,380,9578.15
B07M9XSB98,"Pet Camera, Home Camera,WiFi Baby Monitor Indoor Camera with Phone APP Wireless Connect of Android WI-FI Nanny Cams Camera Two Way Audio and Video (PG203QN)",0,0,0,0,6,179.94,35,942.27,20,524.22,12,319.69,9,242.91,0,0,0,0,0,0,0,0,0,0,0,0
B07T7DZFCK,"Pet Camera, Lefun 1080P Wireless Security Camera with Sound Detect Motion Tracking Two Way Audio Updated Cloud IP Surveillance Camera Supports 2.4G WiFi Remote View for Home Baby Dog Monitor",0,0,0,0,0,0,0,0,239,11916.07,988,49334.28,1431,70875.13,1404,69799.11,1024,44442.38,1448,55870.42,1046,40179.3,871,31382.96,540,19470.73
B07VQTFPBX,"Pet Camera, Littlelf 1080P Indoor Wireless Home Security IP Surveillance Camera for Baby/Elder/Nanny Monitor with Motion Detection, 2-Way Audio, Manually Night Vision & Cloud Storage",0,0,0,0,0,0,0,0,5,231.04,280,13083.01,187,8038.79,0,0,0,0,0,0,0,0,0,0,0,0
B07BT3SN7H,"Pet Camera, Super 1080P HD Video Monitoring Home Camera, 2 Way Audio, Baby Monitor Night Vision, Motion Detection, Indoor Camera, Baby Camera with Cloud Storage",0,0,83,2527.67,414,15185.27,220,7758.87,63,2186.51,22,762.41,70,2078.16,26,709.33,58,1431.34,38,938,23,580.98,9,226.39,24,590.98
B07QQ2JNP9,"Pet Camera, WiFi Camera with 2 Way Audio, 2.4ghz 1080P HD Indoor WiFi IP Cameras for Home Security, Night Vision Wireless Camera with Motion Detection for Dogs Baby from DSafer, Black",0,0,0,0,0,0,6,251.93,2,73.98,4,147.96,3,106.97,4,138.87,0,0,0,0,0,0,1,19.57,7,152.04
B07TTJP1WZ,"Pet Camera,1080P Wireless Security Camera with Night Vision,2-Way Audio and Motion Detection Dog Camera with Magnet Base Mounted Freely,Support iOS, Android,Window PC",0,0,0,0,0,0,0,0,39,51.42,22,169.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07ZWW8KLB,"Pet Camera,Dog Camera 1080P HD Wireless IP Camera 2.4G with 2 Way Audio Night Vision,Activity Alert,Support iOS/Android/Windows",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,7435.54,1624,47999.02,1610,47532.42,683,20336.03,223,6656.34
B07XYZ3M9Y,"Pet Dog Camera, Conico 1080p Wireless IP Home Security Camera WiFi Baby Monitor with Cloud Storage Sound Motion Detect Two Way Audio Night Vision Remote View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3622.76,950,29612.17,1231,44209.3,1058,36897.17,598,19487.04
B07XZKN7QW,"Pet Monitor Camera, 1080P HD 2.4G WiFi IP Wireless Security, Pan/Tilt/Zoom, Two-Way Audio & Reverting Call, Motion Detection Night Vision Camera for Pet, Baby, Home, Shop and Office (White)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,74.71,9,339.09,4,152.76,1,40.15,0,0
B07FCDMTCS,"Pet Monitor Camera, Bioxo 1080P HD 2.4G Wireless IP Camera, Night Vision Camera for Dog/Cat/Baby Monitor Home Security Camera",0,0,2814,167251.28,2278,133975.26,1737,95889.08,408,19783.38,178,8102.87,237,9919.28,402,16798.19,205,8160.15,216,7654.11,213,7637.19,317,11374.55,263,9442.04
B07PDSMVBD,"Pet Monitor Camera, WiYA Security 1080P HD 2.4G WiFi IP Wireless Home Monitor Camera, Motion Detection Night Vision Camera for Pet/Baby/Elder(White)",0,0,0,0,0,0,262,13409.08,79,3396.01,41,1862.96,311,13922.15,72,3611.27,20,990.01,33,1659.25,21,984.07,11,325.49,4,147.93
B06Y3LV4P5,"PetChatz HD and PawCall: Digital Daycare with two-way premium audio/HD video pet treat camera w/DOGTV, sound/motion triggered video recording, calming aromatherapy (as seen on The Today Show)",388,169495.51,627,255326.86,71,29123.5,98,38229.25,46,17737.71,33,12282.35,59,21487.87,40,14234.25,25,9017.16,1,384.95,0,0,0,0,0,0
B01G7WH9CG,"PetChatz HD: two-way premium audio/HD video pet treat camera w/ DogTv, smart video recording, calming aromatherapy, and motion/sound detection (as seen on The Today Show)",1331,466323.66,1773,584961.89,336,105553.2,248,79869.83,51,16661.74,78,23690.84,29,8828.59,1,289.99,0,0,11,3299.67,0,0,2,482.24,0,0
B07YQBNNDL,"PetChatz HDX [New] Premium 2-Way Pet Treat Camera, HD 1080p Video, Motion/Sound Detection Smart Video Recording, Aromatherapy, Streams DOGTV, Compatible with Alexa, Designed for Dogs and Cats",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4447.07,287,86302.04,69,22659.38,90,27631.62,26,8029.1
B07YQCHFHF,"PetChatz PawCall HDX, Recommended Accessory, Interactive Gaming Device, Allows Your Pet to Message You & Play Brain (Treat) Games While You're Away",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.99,88,7044.52,25,2002.28,28,2321.11,12,1052.6
B01JOBAQLS,"Petcube [2017 Item Play Smart Pet Camera with Interactive Laser Toy. Remote Dog/Cat Monitoring with HD 1080p Video, Two-Way Audio, Night Vision, Sound/Motion Alerts. App-Enabled Pet and Home Safety",1896,236530.84,1232,158816.93,140,20210.79,64,9944.63,15,1921.04,17,2186.06,12,1556.27,7,1000.7,13,1771.35,25,3486.5,2,300.19,2,329.25,1,163.3
B01JOBAQUY,"Petcube [2017 Item Play Smart Pet Camera with Interactive Laser Toy. Remote Dog/Cat Monitoring with HD 1080p Video, Two-Way Audio, Night Vision, Sound/Motion Alerts. App-Enabled Pet and Home Safety",7453,948276.24,4790,626754.93,343,48047.8,107,16476.29,38,5862.9,162,16960.66,51,5865.07,25,3261.76,77,10365.02,37,5797.07,4,518.79,6,787.17,8,1124.94
B01JOBAOCE,"Petcube [2017 Item] Play Smart Pet Camera with Interactive Laser Toy. Remote Dog/Cat Monitoring with HD 1080p Video, Two-Way Audio, Night Vision, Sound/Motion Alerts. App-Enabled Pet and Home Safety",3295,416690.52,3000,385998.37,199,26271.88,124,17433.61,54,7079.17,33,3834.66,55,6691.86,71,8826.37,85,11066.87,66,10164.59,17,2623.9,4,620.98,1,194.14
B07PN5N8TS,"Petcube Play Pet Camera with Interactive Laser Toy. Monitor Your Pet Remotely with HD 1080p Video, Two-Way Audio, Night Vision, Sound and Motion Alerts. Compatible with Alexa (Renewed)",0,0,0,0,12,1553.24,24,3326.45,36,4899.01,23,3176,12,1633.84,0,0,0,0,0,0,0,0,0,0,0,0
B07XRH6X3F,"PetDroid Boltz Motion Activated Cat Laser Toy Automatic,USB Rechargeable Battery/Fast and Slow Random Pattern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,8877.43,559,18287.22,1187,36933.28,657,21242.74,590,19311.89,448,14601.55
B07RKJN7FY,Peteme Baby Monitor 1080P FHD Home WiFi Security Camera Sound/Motion Detection with Night Vision 2-Way Audio Cloud Service Available Monitor Baby/Elder/Pet Compatible with iOS/Android,0,0,0,0,0,0,475,18908.45,2515,100222.54,2440,99653.4,2527,100618.02,4322,174572.1,5485,210793.82,10232,321211.19,4392,153058.27,4293,132512.38,2479,84146.95
B07HPYQBTS,"Petnet SmartFeeder 2nd Generation White Automatic Pet Feeder, Medium",0,0,714,100295.51,267,43226.08,2083,287058.61,929,112997.14,229,28160.81,175,16323.7,120,10628.86,568,32233.87,386,22661.39,126,10741.3,90,7550.24,70,6674.91
B010QYTN2K,"Petnet SmartFeeder, Automatic Pet Feeder for Cats and Dogs, Compatible with Alexa",5877,668016.91,1091,124532.07,4,978.48,11,3373.29,3,853.4,2,554.83,2,599.9,3,854.71,2,599.98,4,1182.87,0,0,0,0,0,0
B008U73C46,"Petzi Treat Cam: Wi-Fi Pet Camera & Treat Dispenser, Enabled with Amazon Dash Replenishment",3469,476966.95,1827,212084.07,1130,85666.83,1477,104426.22,274,20760.94,276,20132.03,220,16577.87,192,12078.79,310,19096.73,251,25577.38,14,1624.97,22,2649.87,26,3211.5
B07SL55PCN,POE Camera Foscam 1080P Outdoor Indoor Security Surveillance Camera with 66ft Night Vision IP66 Waterproof 2 Way Audio Smart Home Video Monitor Works with Alexa Cloud Service Human Motion Detection,0,0,0,0,0,0,0,0,17,1141.71,33,2280.03,31,2152.45,31,2160.46,65,2978.03,131,6503.22,113,4493.11,162,6442.31,55,2481.84
B07SZTJLPK,"PoE Home Security Camera System,SMONET 8 Channel Full HD NVR Surveillance System with 1TB Hard Drive,6pcs Wired Onvif Full HD Outdoor IP Cameras,Waterproof NVR Kits,7/24 Recording,Free Remote View",0,0,0,0,0,0,0,0,20,7137.03,29,10425.91,8,2852.57,13,4621.97,9,3385.04,15,4372.81,11,3333.54,14,4164.59,14,4443.38
B07YFDGM3F,"PoE Home Security Camera System,WESECUU 1080P 8CH Surveillance NVR System with 1TB Hard Drive,4PCS Outdoor PoE Cameras with Floodlight,Color Night Vision,Two Way Talk,AI Human Detection,Siren Alarm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1437.4,32,8838.94,71,20297.12,64,18938.32,43,12667.59,47,13719.81
B07PN6NKCY,"POE IP Camera, FULUVA 1080P Outdoor Home Surveillance Camera, 130ft NightVision, IP67 Weatherproof, Heavy Duty Housing, 3.6mm Lens, Onvif, H265",0,0,0,0,0,0,100,2681.02,108,2835.68,69,1806.03,68,1772.25,81,2116.76,101,2640.76,109,2856.77,103,2726.07,107,2844.82,84,2206.28
B07ZCRZFSW,"PoE Security Camera System,TIRUMIO 8CH 5MP(2.5x1080P) Wired Home Surveillance PoE NVR System with 4pcs 5MP Super HD Outdoor Cameras,IP67 Weatherproof,100ft Night Vision,Motion Detect,No Hard Drive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3912.57,51,12188.06,25,6446.25,26,6707.53,11,2828.45
B07JH5FC8P,"PoE Security Camera Systems with 1TB Hard Drive,SAFEVANT 8 Channel Home Security System with 6 Bullet Wired Outdoor Indoor IP Cameras with Night Vision Motion Detection ?",0,0,0,0,42,16661.68,55,21670.71,33,11545.32,16,5432.49,25,7513.32,17,5066.39,9,2689.91,4,1166.97,0,0,0,0,0,0
B07PJR37F8,"PORTOCAM Security Cameras, Wireless IP Camera HD 1080P Indoor Surveillance Camera for Home/Office with Two Way Audio WiFi Motion Detection Dome Camera Baby Pet Monitor",0,0,0,0,0,0,73,5050.92,6,308.88,29,2021.32,36,2521.85,25,1727,11,755.62,14,968.95,0,0,0,0,0,0
B073XQLW48,Postta BNC Video Power Cable (2 Pack 100 Feet) Pre-Made All-in-One Video Security Camera Cable Wire with Four Connectors for CCTV DVR Surveillance System,130,2823.33,1176,25394.99,295,6356.71,416,8940.3,157,3389.45,170,3635,106,2283.24,138,2914.67,100,2114.9,83,1811.18,83,1763.39,65,1403.26,70,1504.47
B0768R9J4B,Postta BNC Video Power Cable (4 Pack 50 Feet) Pre-Made All-in-One Video Security Camera Cable Wire with Eight Connectors for CCTV DVR Surveillance System,4,93.56,491,11690.62,135,3267.64,189,4512.93,61,1483.35,89,2114.56,41,972.02,65,1556.46,52,1264.52,55,1289.57,83,1976.09,45,1080.6,29,715.73
B07P9Z1TZ3,"Powered by YI 1080P Dome Security Camera, Indoor Home IP Camera, Works with Alexa, Privacy Mode, Two-Way Audio, Night Vision, Sound and Motion Detection, 7 Day Free Cloud via YI IoT APP(6s Alert)",0,0,0,0,47,1891.09,698,21929.91,434,12582.39,208,6116.86,94,2610.52,34,814.12,24,676.14,38,1055.98,49,1240.08,37,911.32,29,726.78
B07MGR2R25,PTZ Dome Camera 1080P 4X Optical Zoom WiFi Security IP Camera for Indoor Surveillance Smart 265 with 128Gb SD Card Slot,0,0,0,0,21,2463.18,141,15126.99,71,7649.51,58,6241.7,76,7841.37,52,5561.89,41,4118.15,41,4007.82,26,2645.59,16,1617.2,25,2499.89
B082PXTDFB,QUANDU WiFi Hidden Camera Clock Spy Wall Clock Camera DVR Nanny Cam with Motion Detection Secret Camera Security Camera for Home Security Surveillance (Video Only),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,489.97,28,1953.13,19,1328.35
B079QBXQRG,"RCA Pet Camera for Dog & Cat Parents - WiFi Pet Security Camera with HD Video, 2 Way Audio, Night Vision, Motion & Sound Alerts & Phone App to Monitor & Talk to Your Pets, White, Small",0,0,782,76590.19,52,3820.63,17,1418.85,3,224.97,2,134.9,2,88.9,16,620.92,19,544.64,29,757.37,33,683.72,50,917.36,27,637.23
B01B4BKJK4,"Reolink 16CH 5MP PoE Home Security Camera System, 8 x Wired 5MP Outdoor PoE IP Cameras, 5MP 16 Channel NVR Security System w/ 3TB HDD for 7/24 Recording Super HD RLK16-410B8-5MP",2,1999.98,882,686314.22,887,746867.65,949,778295.09,442,344611.35,296,212633.55,376,269561.65,446,319948.21,523,352368.7,728,427576.62,438,278482.24,416,282479.08,377,264032.37
B07W4WBKKJ,"Reolink 4K PoE Home Security Camera System, 8 Channel NVR Recorder (2TB Hard Drive Built-in) and 3840 x 2160p Surveillance Bullet IP Camera Outdoor/Indoor with 100ft Long Night Vision",0,0,0,0,0,0,0,0,0,0,0,0,1,687.99,59,35739.95,100,58396.37,188,106814.48,158,100471.35,184,109760.61,88,52975.47
B07K734ZTW,"Reolink 4K PoE Security Camera System, 4pcs Wired 8MP Outdoor PoE IP Cameras, 8MP 8-Channel NVR with 2TB HDD Video Surveillance System for 24/7 Recording, RLK8-800B4",0,0,0,0,0,0,536,296831.14,512,277920.24,445,235715.07,468,247577.18,409,215292.89,863,381511.86,934,444204.71,619,316022.17,377,197498.42,465,240520.68
B01C6KUKMY,"Reolink 4MP 16CH PoE Video Surveillance System, 8pcs Wired Outdoor 1440P PoE IP Cameras, 5MP 16-Channel NVR with 3TB HDD for Home and Business 24/7 Recording, RLK16-410B8",1885,1624773.53,2682,2127919.49,427,321798.27,680,466500.74,454,299010.24,255,152821.88,258,154760.13,214,125703.5,306,162537.11,433,226641.44,365,188484.57,384,192936.78,246,138484.64
B01AHXEHSU,"Reolink 4MP 8CH PoE Video Surveillance System, 4pcs Wired Outdoor 1440P PoE IP Cameras, 5MP 4MP Supported 8 Channel NVR Security System with 2TB HDD for 24/7 Recording RLK8-410B4",2365,1153520.61,4860,2185042.49,804,346659.48,907,352840.6,684,256264.01,313,109110.65,317,110884.32,381,124211.15,526,161606.26,546,170622.31,498,151290.45,289,100897.64,346,117427.56
B07W5VDCFR,"REOLINK 4MP Outdoor Security Camera, Dual Band 2.4/5GHz WiFi IP Camera for Home Surveillance, 1440P Super HD Night Vision, IP66 Waterproof, Motion Detection, Supports Audio, RLC-410W",0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4066.61,172,8419.61,166,8317.69,222,12381.15,217,12922.22,232,13823.66
B07DFKTKGG,"Reolink 5MP PoE Camera (Pack of 2) Outdoor Indoor Video Surveillance Work with Google Assistant, IP Security IR Night Vision Motion Detection Audio Support SD Card Slot RLC-410-5MP",0,0,47,6183.53,675,85592.48,1547,173397.14,687,72080.41,895,86051.04,817,77666.86,935,85609.21,1409,120344.37,1672,139965.14,1297,118866.76,1282,121457.44,1097,103763.18
B07C5JWK4K,"Reolink 5MP PoE Camera Outdoor/Indoor IP Security Video Surveillance Work with Google Assistant, IR Night Vision Motion Detection Audio Support SD Card Slot RLC-410-5MP",0,0,5508,382771.97,3697,235869.31,4860,276743.36,2702,142674.96,1647,82039.57,1657,82367.48,1742,77643.37,1567,75620.33,3496,134754.65,1405,67689.41,1140,55964.35,1865,85544.32
B07W98RJK7,"Reolink 5MP PoE Home Security Camera System, 8 Channel NVR Recorder (2TB Hard Drive Built-in) and 2560x1920p Surveillance IP Camera Outdoor/Indoor with 100ft Long Night Vision RLK8-410B2D2-5MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,710.26,6,2014.44,15,4784.45,5,1799.55,9,3272.71,10,3834
